"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-6462","07/23/2019 11:03:48",3,"Implement Task Reliability API new REST API v2 endpoint with kill switch enabled by default. ""As the commitQ,  When the task reliability service is disabled,  And the task_reliability endpoint is accessed,  Then a 503 Http Service unavailable status should be returned.     As the commitQ,  When the task reliability service is enabled,  And the task_reliability endpoint is accessed,  Then an empty record should be returned.     ----    AC:    * Basic Routing is implemented.    * Kill switch returning a 503 should be enabled by default.    * An empty array should be returned when the kill switch is disabled.    ** The Project parameter should be validated from the router.  ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6464","07/23/2019 11:13:36",3,"Calculate the limited (20 days) reliability score for a single task name and a significance parameter. ""As the commitQ,   When the task_reliability endpoint is accessed,   And no task name is provided ,   Then a status 400 """"Missing Tasks values"""" error should be returned.    As the commitQ,   When the task_reliability endpoint is accessed,   And 51 task names are provided ,   Then a status 400 """"Too Many Tasks values"""" error should be returned.    As the commitQ,   When the task_reliability endpoint is accessed,   And a task name is set to """"aggregation_expression_multiversion_fuzzer"""",   Then an array of up to 50 Task Reliability Score Record should be returned using the defaults parameters.    As the commitQ,   When the task_reliability endpoint is accessed,   And a task name is set to """"aggregation_expression_multiversion_fuzzer"""",   And a limit of 1 is provided,   Then an array of 1 Task Reliability Score Record should be returned using the defaults parameters.    As the commitQ,   When the task_reliability endpoint is accessed,   And a task name is set to """"no_such_task"""",   Then an empty array should be returned.    As the commitQ,   When the task_reliability endpoint is accessed,   And a task name is set to """"aggregation_expression_multiversion_fuzzer"""",   And a significance value is provided,   Then an array of up to 50 Task Reliability Score Record should be returned with the correct reliability.    As the commitQ,   When the task_reliability endpoint is accessed,   And a task name is set to """"aggregation_expression_multiversion_fuzzer"""",   And a significance value is provided,   And a limit of 2 is provided,   Then an array of 2 Task Reliability Score Records should be returned.  ----  AC:   * Basic task name validation is implemented.   * The significance parameter is validated and handled correctly. Invalid, default(.05) and specified.   * The limit parameter is validated and handled correctly. Invalid, default(1) and specified.""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6465","07/23/2019 11:14:13",2,"Add full task filtering support (task_names, variants, distros). ""As the commitQ,  When the task_reliability endpoint is accessed,  And incorrect project, task name, variant or distro combinations are provided ,  Then an empty should be returned.    As the commitQ,  When the task_reliability endpoint is accessed,  And multiple correct project, task name, variant or distro combinations are provided ,  Then an array of 1000 Task Reliability Score Record should be returned.      ----  AC:    * Full filtering by project, variant, task and distro is supported.    * The parameters are correctly validated and appropriate errors raised.    * The defaults are correctly applied.  ""","",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EVG-6466","07/23/2019 11:14:43",2,"Add num_days support for arbitrary grouping. ""As the commitQ,   When the task_reliability endpoint is accessed,   And a valid or default num_days is provided,   Then the Task reliability records are correctly calculated.    As the commitQ,   When the task_reliability endpoint is accessed,   And an invalid num_days is provided,   Then a status 400 error document is returned.  ----  AC:   * The num_days parameter is correctly validated and applied.   * The success reliability score is calculated from the available task stats.""","",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EVG-6467","07/23/2019 11:15:15",2,"Add date filtering support (before and after dates). ""As the commitQ,  When the task_reliability endpoint is accessed,  And a valid after_date is provided,  Then the Task reliability records between after_date and tomorrow are generated.    As the commitQ,  When the task_reliability endpoint is accessed,  And a valid after_date and before_date are provided,  Then the Task reliability records between after_date and before_date are generated.    As the commitQ,  When the task_reliability endpoint is accessed,  And a valid before_date is provided,  Then the Task reliability records between (before_date - group_num_days) and before_date are generated.    As the commitQ,  When the task_reliability endpoint is accessed,  And no before_date or after_date is provided,  Then the Task reliability records between (today - group_num_days) and tomorrow are generated.    As the commitQ,  When the task_reliability endpoint is accessed,  And an invalid date is provided,  Then a status 400 error (""""Invalid AfterDate/BeforeDate values"""") document is returned.    Invalid dates are:    * invalid date formats    * before date earlier than after_date    * before date equal to after_date    ----  AC:    * Dates are correctly validated and proper errors returned.    * Default dates are correctly applied.    * Date dates are correcly generated. Default before_date is tomorrow to capture all available      data, default after_date is before_date - group_days to get one complete record.  ""","",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EVG-6468","07/23/2019 11:15:46",2,"Add support for pagination and limits (start_at param and interaction with limit). ""As the commitQ,   When the task_reliability endpoint is accessed,   And no start_at value is provided,   And there is less than one page of data,   Then the Task reliability records are returned.   And the response does not contains a start_at header.    As the commitQ,   When the task_reliability endpoint is accessed,   And no start_at value is provided,   And there is more than one page of data,   Then the Task reliability records for the first page of data are returned.   And the response contains the correct start_at header for the next page of data.    As the commitQ,   When the task_reliability endpoint is accessed,   And no start_at value is provided,   And there is exactly one page of data,   Then the Task reliability records for the that page of data are returned.   And the response contains a start_at header.    As the commitQ,   When the task_reliability endpoint is accessed,   And an invalid start_at value is provided,   Then 400 error status document is returned.    As the commitQ,   When the task_reliability endpoint is accessed,   And a start_at parameter is provided,    Then the Task reliability records for that page of data are returned.   And the response contains the correct start_at header for the next page of data.    As the commitQ,   When the task_reliability endpoint is accessed,   And a start_at parameter is provided,    And there is no more data,    Then an empty array is returned,   And the response does not contains a start_at header.  ----  AC:   * Pagination data is not provided in the case where there is no more data.   * The first page of data is always provided.""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6470","07/23/2019 11:16:50",2,"Document new api endpoint and usage. ""As a Server Engineer,   I want to read the task_reliability end point documented,   So that I can correctly use the api.  ----  AC:   * task_reliability API is documented.   * All parameters usage is clear.   * The documentation should be easily located. ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6472","07/23/2019 14:12:56",2,"Removing an entry from the commit queue after it has started running doesn't prevent merge ""I had removed https://github.com/10gen/jstestfuzz/pull/114 from the commit queue while it was running because of the performance impact the changes would have on how the fuzzer compares query results. I found that despite doing so, after all the tasks finished, the commit was merged in master anyway. I wouldn't necessarily want to forced to abort the patch build to prevent the merge because it can be useful to allow the tasks to finish in order to demonstrate the problematic behavior.    I understand there isn't likely to be a perfect solution here but I figured we could at least discuss some options.""","",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"EVG-6473","07/23/2019 15:23:49",2,"Commit-queue merge errors on messages containing quotes ""I noticed an error on `commit-queue merge` when the message I passed in contained quotes.    When I ran the below command, the version failed: https://evergreen.mongodb.com/version/5d3710200305b960bd5450ac      When I ran the below command, it succeeded: https://evergreen.mongodb.com/version/5d3712553e8e863ceba54eae  ""","  evergreen commit-queue merge --project build-baron-tools --message 'TIG-1747 Remove """"Log Visualization"""" button from Build Baron Tool'    evergreen commit-queue merge --project build-baron-tools --message 'TIG-1747 Remove Log Visualization button from Build Baron Tool'  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6474","07/23/2019 17:59:49",1,"Add author to commit-queue list command ""The commit-queue list command currently shows some metadata about the elements in the commit queue. This should also include the author, since people will likely be looking for their own commits.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6481","07/24/2019 14:40:12",1,"Rounder.js console error on waterfall, other pages ""When I load the waterfall, there is a console error: """"Rounder.js:1 Failed to load resource: the server responded with a status of 404 (Not Found)"""".""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-6482","07/24/2019 14:50:42",1,"Make it easy to run a script on all hosts in a distro  ""This came from the Artifactory outage post-mortem as an improvement item that would aid in future incident triage.          ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6483","07/24/2019 14:51:43",2,"Pause task dispatching with greater granularity ""Pause task dispatching with greater granularity (per distro, patches, project)         This came as an improvement item from the Artifactory outage post-mortem.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6486","07/24/2019 16:56:50",1,"On build page, failed/success summary doesn't match detailed view "" !image-2019-07-24-17-54-48-950.png|thumbnail! from https://evergreen.mongodb.com/build/mongodb_mongo_master_enterprise_rhel_62_64_bit_5c9f7fb5d38df176bda950bdea6aaadbcb73e8e1_19_07_24_12_09_43.    Note that the summaries say Not Scheduled, F, F, S, F, F, but the details look like Not Scheduled, F (and still running), S, F, F, F.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-6495","07/25/2019 19:20:56",0,"Run host's Jasper service as distro-configured user ""Currently, Jasper will run at the default privilege level for the system (e.g. root on Linux. This should be fixed so that it runs as the user given in the distro settings.         This doesn't include fixing Windows, which will require more work.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6499","07/25/2019 22:02:12",1,"Add robots.txt file to prevent search engine crawling ""Read tickets were low for many hours on 7/25. There were a number of queries against the inefficient task history endpoints, which appear to come from a range of IP addresses belonging to Google's web crawler. We should add a robots.txt file to prevent this from happening again.""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-8986","07/26/2019 14:49:08",0,"SetInput should return Command object ""To match all of the other command-building methods, it should also return the command object.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6501","07/26/2019 22:18:30",2,"host.create should create hosts that are accessible without a custom security group ""(See comment for detail)""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9036","07/29/2019 18:48:51",0,"Include server name in credentials ""This is required to be able to re-use the same credentials file if the client is on the same host as the RPC service.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6503","07/29/2019 19:03:35",0,"Allow SCP to put files in non-home directories ""The SCP command in the setup host job only works currently because it assumes that all files go into the home directory.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6504","07/29/2019 19:38:11",0,"Fix curl command args ""Curl doesn't allow {{\-\-flag=value}} syntax, only {{\-\-flag value}}.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6508","07/30/2019 15:16:17",2,"Create user for Jasper service on Windows machines ""The Jasper service can't run as Administrator on Windows machines because it requires a password (which is not known by evergreen). There should be a new user created (e.g. mci-exec) with administrator privileges and the ability to start a service (i.e. """"Log on as a service"""" right)""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6509","07/30/2019 18:15:58",0,"Set ServerName in Jasper exported JSON credentials ""The host Jasper credentials file should contain the ServerName so that if using Jasper with SSH communication, it can re-use that same file to authenticate the Jasper CLI connection.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-8923","07/30/2019 18:27:55",0,"Suppress SSH-related output from CLI over SSH ""The Jasper SSH client depends on the output of a command being only the JSON output of the Jasper CLI. Output from SSH itself will cause it to fail to parse the JSON, which is particularly problematic since the default log level will warn about trying to add a new host to the list of known hosts.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-8416","07/30/2019 20:12:15",0,"Only return error from SSH client if non-empty ""The CLI over SSH process has [a line|https://github.com/mongodb/jasper/blob/31d54de8c9ad68f5820112e68bc6a5ea8a8f1883/cli/ssh_process.go#L120] in which it creates an error from the error text resulting from the CLI wait command. However, it should only create an error if the error text is non-empty.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-6511","07/31/2019 16:25:44",0,"Agent monitor command needs home directory ""The agent monitor command needs tilde expansion to find the home directory but fork/exec processes don't have this shell feature.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-8863","07/31/2019 17:08:27",0,"Allow logging to be configured from CLI ""There are [interceptors|https://github.com/mongodb/jasper/blob/f67da3ffa80bfe02fae5f0960198cc34aff41dd4/rpc/service.go#L36-L37] in the Jasper RPC service that allow you to log the RPC requests made. This would be useful to enable for debugging hosts in the future.""","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"EVG-6513","07/31/2019 17:39:43",0,"Idle host termination should check waiting for agent monitor ""Currently, the idle host termination job [checks if the host is waiting for an agent based on a flag|https://github.com/evergreen-ci/evergreen/blob/be7a4bea6bbfd9341b2ce800ef8837e8e394e970/model/host/host.go#L659-L675] but this flag is not relevant for non-legacy hosts. On non-legacy hosts, it should check if the host needs an agent monitor deployed as an indicator of idleness.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-6516","08/01/2019 16:04:21",2,"Test names get cut off on Evergreen task page ""When viewing [certain test results|https://evergreen.mongodb.com/task/mongodb_mongo_v4.0_osx_1010_read_concern_majority_passthrough_1_osx_1010_4a0def0129ae5aa6c8ea951b5c452c8938cf4d83_19_07_31_17_28_00/0] on an Evergreen task page, the names of tests get cut off on the left. This occurs in Chrome:  !chrome_default_zoom.png|thumbnail!    Safari:   !safari_default_zoom.png|thumbnail!     and Firefox:   !firefox_default_zoom.png|thumbnail!     all at default browser zoom levels on a 13 inch Macbook Pro. The problem seems to be alleviated at a lower zoom level e.g. 80% zoom in Chrome:   !chrome_80percent_zoom.png|thumbnail! ""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
