"issuekey","created","storypoint","context","codesnippet","t_Bug","t_New.Feature","t_Story","t_Epic","t_Improvement","t_Technical.task","t_Sub.task","c_APIDoc","c_Guides","c_Tooling","c_Cloud","c_360","c_Stratus"
"TIDOC-1844","08/14/2014 00:00:26",5,"Documentation Request : onCreation method of Ti.UI.Webview  onCreation method added long time ago.  https://jira.appcelerator.org/browse/TIMOB-8113?focusedCommentId=190820&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-190820    Please add to documents.","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1842","08/14/2014 20:48:55",3,"Fix `require` method description Per discussion with Chris Williams,   ","  cwilliams 10:51  @bhatfield, So, I think our docs for require are wrong: http://docs.appcelerator.com/titanium/3.0/#!/api/Global-method-require  bhatfield 10:51  which part?  cwilliams 10:51  On the other hand, to include the TaskWindow module from the Resources/ui/MainWindow.js file:     // load task window module   var taskWindow = require('TaskWindow');  cwilliams 10:51  I tried that, it didn't work. I believe Titanium treats everything as relative to Resources  bhatfield 10:52  ah, yes.  cwilliams 10:52  so that'd have to be require('ui/TaskWindow'); to work  bhatfield 10:54  out of curiosity, which platform(s) did you try.  there have been some disparity issues in this manner between iOS and Android.  cwilliams 10:55  I tried ios and mobileweb  cwilliams 10:55  I'm trying to make sure Studio uses the same algorithm to determine what file a user is trying to require for our content assist indexing.  ",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1843","08/15/2014 03:44:56",3,"Node.ACS: 'npm start' apps can use random port now Previously, for 'npm start' apps, user has to specify the binding port to ""process.env.PORT"", though we have document for this, but it still caused lots of confusion, and the error message for binding to the wrong port is not clear    We finally find out a solution to support random port specified by user, with the change of NODEJS-1588, the app can bind to any port the user wants, if there is any conflicts or errors, we'll show proper error message to the user.     For backward compatibility, the process.env.PORT"" pattern still works.  ","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1845","08/16/2014 01:07:04",1,"Alloy: add documentation for ALOY-963 h5. Improvement description  Documentation should be added for ALOY-963 implements the 'vendor' folder and platform specific folders for lib and vendor folders.   ","",0,0,0,0,1,0,0,1,1,0,0,0,0
"TIDOC-1846","08/18/2014 19:30:48",3,"Alloy Widgets: add documentation for ALOY-787 h5. Description    Add documentation for ALOY-787.  As per ALOY-787 , a <Widget> in a widget view should default to the current src.     ","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1847","08/18/2014 23:57:45",13,"Add index and tags to each section on each doc page It is not easy to send info around since the doc page doesn't provide any tag, for instance on this page    http://docs.appcelerator.com/cloud/latest/#!/guide/node_quickstart    If I want to send info about Using cli, i have to tell people to goto this page then search for using cli. also it would be nice if we have a summary at the top of the page so we know what to expect on this page with a quick glance","",0,0,1,0,0,0,0,0,0,0,1,0,0
"TIDOC-1848","08/19/2014 15:43:58",1,"Step 3 of the docs for splash in custom Android theme lacking <application> This ticket relates to step 3 of the following guide:    http://docs.appcelerator.com/titanium/latest/#!/guide/Icons_and_Splash_Screens-section-29004897_IconsandSplashScreens-Androidsplashscreenconsiderations    The example code should have the {{<activity />}} tag wrapped in {{<application />}}.    h1. Steps to reproduce:    1. Create: {{ti create -t app -p android -n act --id test.act -d .}}  2. Build: {{ti build -p android -b}}  3. View: {{build/android/AndroidManifest.xml}}   4. Paste the guide's example code in {{tiapp.xml}} (don't forget to change {{android:name}} to {{.ActActivity}})  5. Build: {{ti build -p android -b}}  6. View: {{build/android/AndroidManifest.xml}} (and confirm {{android:theme}} not changed to {{@style/Theme.MyTheme}})  7. Wrap the {{<activity />}} tag in an {{<application />}} tag  8. Build: {{ti build -p android -b}}  9. View: {{build/android/AndroidManifest.xml}} (and confirm {{android:theme}} now changed to {{@style/Theme.MyTheme}})","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1852","08/27/2014 03:08:16",5,"Changed the count method We changed the count method for custom_objects    The count method for custom_objects should be   GET objects/:class_name/count.json  The response should be    The return format for the other objects, like users, places, photos, chats etc. are changed too      And remove the count method for push_notification.","  {    ""meta"": {      ""code"": 200,      ""status"": ""ok"",      ""method_name"": ""objectsCount"",      ""count"": 10    }  }    {    ""meta"": {      ""code"": 200,      ""status"": ""ok"",      ""method_name"": ""<objects_name>Count"",      ""count"": 1    }  }  ",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1855","08/27/2014 14:36:37",2,"Add API platform support property to Global and JSON objects  The docs for the following Global namespace classes don't indicate what platforms they support their platform support and probably should, like we do for String and console.    http://docs.appcelerator.com/titanium/latest/#!/api/Global  http://docs.appcelerator.com/titanium/latest/#!/api/Global.JSON    It also causes issues with the platform filtering logic (TIDOC-1807).    ","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-1856","08/27/2014 21:01:16",5,"Guides: Update for changes to Xcode 6 Update guides due to changes introduced in Xcode 6.    Known changes that will break docs:    * Devices was moved out of the Xcode Organizer into it's own dialog  * Installing provision profile to device -- can no longer drag to device -- select device, click gear > show provisioning profile, click add  * Need to use expand button to see the device console    Update Titanium Compatibility matrix too.","",0,0,1,0,0,0,0,0,1,0,0,0,0
"TIDOC-1857","08/29/2014 17:18:30",2,"List item templates on iOS 7 don't match description in docs Docs for [LIST_ITEM_TEMPLATE_SUBTITLE|http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.UI-property-LIST_ITEM_TEMPLATE_SUBTITLE] say:    bq. An image view; a black, left-aligned title label across the top of the cell and a subtitle label below it in smaller gray text.    Actual: On iOS 7, subtitle text color is black, not gray (see attached)    Docs for [LIST_ITEM_TEMPLATE_SETTINGS|http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.UI-property-LIST_ITEM_TEMPLATE_SETTINGS] say:    bq. An image view; a black, left-aligned title label; and a smaller blue, right-aligned subtitle label.    Actual: On iOS 7 subtitle is gray, not blue (see attached)    Above descriptions apply only to iOS 6.     Make description generic to iO6/7/8.    ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1863","09/03/2014 16:40:14",3,"Prettyprint API examples Code examples in the Titanium API reference are not being ""pretty printed"", which makes the code harder to read.    All {{<pre/>}} elements are currently getting the ""notpretty"" class applied to them (see notpretty.png). They should be getting the the {{class='prettyprint'}} style applied, and then the page should call the {{prettyPrint()}} function (which is already being added) on page load (see afterpretty.png).      ","",0,0,0,0,1,0,0,0,0,1,0,0,0
"TIDOC-1866","09/05/2014 22:02:34",5,"Methods/properties in API reference not appearing h4. Issue    Users are reporting that the lists of methods/properties/events in the Titanium API reference aren't appearing.    h4. Reason  This is a result of the changes in TIDOC-1807. Although the default setting (in the code) is for all platforms to be checked, the corresponding LocalStorage data from which these settings are read isn't getting updated properly in some cases, -probably because the browser is loading a cached version of the page/script-. because the LocalStorage data that's read to determine what to filter is out of sync with new filtering logic.      The code needs to account for this and show everything if the LocalStorage platform filter settings are undefined.    h4. Work-arounds    * Close all browser windows, clear the browser cache, and re-open the docs site. All the filter items should now be checked.  * Open the 'Filter' menu and check all the platforms. Your settings will be persisted.  ","",1,0,0,0,0,0,0,0,0,1,0,0,0
"TIDOC-1869","09/09/2014 18:23:14",2,"Update Alloy CLI docs for new extract-i18n features Alloy 1.6 will support extracting i18n strings from XML files, in addition to JS and TSS. This guide should be updated to note that XML files are now supported: http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_Tasks_with_the_CLI-section-37536785_AlloyTaskswiththeCLI-Extractinglocalizationstrings","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1874","09/11/2014 19:02:37",2,"iOS: Document autorotate property of showCamera There is a new property that can be passed to showCamera named autorotate. It will keep the camera from rotating once it is open.    More details: TIMOB-17662","",0,1,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1876","09/12/2014 18:56:15",2,"ACL public_read and public_write should be string type Per TIDOC-1809, need to change public_read & public_write data types from booleans to strings in Ti.Cloud, iOS SDK, and Android SDK docs/examples.    ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1878","09/15/2014 00:42:31",2,"Changed the return of push_notification/count.json The old behaviour of push_notification/count.json is different from the other <objects>/count.json, it makes the user hard to use, so we changed this to the same format. We added the 'count' in meta, and return 'ios' and 'android' counts in the 'response', if the count is 0, we will not return 'response' in the body.  The example with both ios and android in push_notification/count.json in the response.    The zero example.  ","  $ curl -X GET ""http://localhost:8082/v1/push_notfication/count.json?key=Gl5sn1CKxaScnwE95CDiHe2MPmDSfLHz&pretty_json=true""  {    ""meta"": {      ""code"": 200,      ""status"": ""ok"",      ""method_name"": ""push_notificationCount"",      ""count"": 4    },    ""response"": {      ""push_notification_subscriptions"": {        ""ios"": 2,        ""android"": 2      }    }  }    $ curl -X GET ""http://localhost:8082/v1/push_notfication/count.json?key=CFBQWlh3kaEWfpxa7rXP5O6ZI1KNMkFA&pretty_json=true""  {    ""meta"": {      ""code"": 200,      ""status"": ""ok"",      ""method_name"": ""push_notificationCount"",      ""count"": 0    }  }  ",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-2060","09/15/2014 16:41:32",1,"APPC Platform User.create documentation provides wrong information when using custom email confiramation template Documentation for using a custom email template for User Activation states that your template should use the below link:        However that is only for the COMMUNITY version of our product.    For Enterprise Customers, the should be told to enter the URL below into their email confirmation template.    ","  https://cloud.appcelerator.com/users/confirmation?key={{key}}&confirmation_token={{confirmation_token}}    https://dashboard.appcelerator.com/#/users/confirmation/{{key}}/{{confirmation_token}}  ",1,0,0,0,0,0,0,0,1,0,1,0,0
"TIDOC-1881","09/16/2014 09:30:04",5,"Add new optional parameters ""content_type"" and ""from_name"" for api: custom_mailer/email_from_template.json Add a new parameter ""content_type"" for api: custom_mailer/email_from_template.json on the page http://docs.appcelerator.com/cloud/latest/#!/api/Emails    New Parameter:  1. content_type : String , it is an optional parameter.    Because one email template is able to have two formats email body: html and plain text. The parameter content_type can specify the email's format, valid value is ""html"", ""plain"" or ""multipart"".  If the parameter content_type is not provided:  - will send ""multipart"" format email if the email template has both html and plain text body.  - will send ""html"" format email if the email template has only html body.  - will send ""plain"" format email if the email template has only plain body.    If the parameter content_type is provided:  - will send specified type of email.  - if content_type is ""html"", then it requires the email template must have html format body.  - if content_type is ""plain"", then it requires the email template must have plain text body.  - if content_type is ""multipart"", then it requires the email template must have both html and plain text body.    2. from_name: String, it is an optional parameter, this parameter is special for MessageGears delivery channel.  The ""from name"" value. This header is supported by most email clients and displays in place of (or sometime along with) the “from email address” in the recipients email reader. Sample: Appcelerator Cloud Service Support Team<acs_support@appcelerator.com> which is in the user email client; And the ""Appcelerator Cloud Service Support Team"" is just the value of parameter ""from_name"" and acs_support@appcelerator.com is just the value of parameter ""from"".  About this parameter from_name, please refer to MessageGears documentation: http://docs.messagegears.com/docs/web-services/transactionaljobsubmit too.      For more information about these two format email formats, please see:  https://wiki.appcelerator.org/display/cls/Multiple+Email+related+tasks+design#MultipleEmailrelatedtasksdesign-4.Emailsupportsbothhtmlandplaintextformat(AppceleratorJIRACLOUDSRV-3941)            ","",0,1,0,0,0,0,0,0,0,0,1,0,0
